Experiment,Flux Type,Options,Background Subtraction,Time Period Start,Time Period End,All Fluxes Time Series,>10.0 MeV 10.0 pfu Flux Time Series,>10.0 MeV 10.0 pfu SEP Start Time,>10.0 MeV 10.0 pfu SEP End Time,>10.0 MeV 10.0 pfu SEP Duration (hours),>10.0 MeV 10.0 pfu Onset Peak (pfu),>10.0 MeV 10.0 pfu Onset Peak Time,>10.0 MeV 10.0 pfu Rise Time to Onset (minutes),>10.0 MeV 10.0 pfu Max Flux (pfu),>10.0 MeV 10.0 pfu Max Flux Time,>10.0 MeV 10.0 pfu Rise Time to Max (minutes),>10.0 MeV 10.0 pfu Fluence (cm^-2),>10.0 MeV 10.0 pfu Fluence Spectrum (cm^-2),>10.0 MeV 10.0 pfu Fluence Spectrum Energy Bins (MeV),>10.0 MeV 10.0 pfu Fluence Spectrum Energy Bin Centers (MeV),>10.0 MeV 1e-06 pfu Flux Time Series,>10.0 MeV 1e-06 pfu SEP Start Time,>10.0 MeV 1e-06 pfu SEP End Time,>10.0 MeV 1e-06 pfu SEP Duration (hours),>10.0 MeV 1e-06 pfu Onset Peak (pfu),>10.0 MeV 1e-06 pfu Onset Peak Time,>10.0 MeV 1e-06 pfu Rise Time to Onset (minutes),>10.0 MeV 1e-06 pfu Max Flux (pfu),>10.0 MeV 1e-06 pfu Max Flux Time,>10.0 MeV 1e-06 pfu Rise Time to Max (minutes),>10.0 MeV 1e-06 pfu Fluence (cm^-2),>10.0 MeV 1e-06 pfu Fluence Spectrum (cm^-2),>10.0 MeV 1e-06 pfu Fluence Spectrum Energy Bins (MeV),>10.0 MeV 1e-06 pfu Fluence Spectrum Energy Bin Centers (MeV),>100.0 MeV 1.0 pfu Flux Time Series,>100.0 MeV 1.0 pfu SEP Start Time,>100.0 MeV 1.0 pfu SEP End Time,>100.0 MeV 1.0 pfu SEP Duration (hours),>100.0 MeV 1.0 pfu Onset Peak (pfu),>100.0 MeV 1.0 pfu Onset Peak Time,>100.0 MeV 1.0 pfu Rise Time to Onset (minutes),>100.0 MeV 1.0 pfu Max Flux (pfu),>100.0 MeV 1.0 pfu Max Flux Time,>100.0 MeV 1.0 pfu Rise Time to Max (minutes),>100.0 MeV 1.0 pfu Fluence (cm^-2),>100.0 MeV 1.0 pfu Fluence Spectrum (cm^-2),>100.0 MeV 1.0 pfu Fluence Spectrum Energy Bins (MeV),>100.0 MeV 1.0 pfu Fluence Spectrum Energy Bin Centers (MeV),>100.0 MeV 1e-06 pfu Flux Time Series,>100.0 MeV 1e-06 pfu SEP Start Time,>100.0 MeV 1e-06 pfu SEP End Time,>100.0 MeV 1e-06 pfu SEP Duration (hours),>100.0 MeV 1e-06 pfu Onset Peak (pfu),>100.0 MeV 1e-06 pfu Onset Peak Time,>100.0 MeV 1e-06 pfu Rise Time to Onset (minutes),>100.0 MeV 1e-06 pfu Max Flux (pfu),>100.0 MeV 1e-06 pfu Max Flux Time,>100.0 MeV 1e-06 pfu Rise Time to Max (minutes),>100.0 MeV 1e-06 pfu Fluence (cm^-2),>100.0 MeV 1e-06 pfu Fluence Spectrum (cm^-2),>100.0 MeV 1e-06 pfu Fluence Spectrum Energy Bins (MeV),>100.0 MeV 1e-06 pfu Fluence Spectrum Energy Bin Centers (MeV),>30.0 MeV 1.0 pfu Flux Time Series,>30.0 MeV 1.0 pfu SEP Start Time,>30.0 MeV 1.0 pfu SEP End Time,>30.0 MeV 1.0 pfu SEP Duration (hours),>30.0 MeV 1.0 pfu Onset Peak (pfu),>30.0 MeV 1.0 pfu Onset Peak Time,>30.0 MeV 1.0 pfu Rise Time to Onset (minutes),>30.0 MeV 1.0 pfu Max Flux (pfu),>30.0 MeV 1.0 pfu Max Flux Time,>30.0 MeV 1.0 pfu Rise Time to Max (minutes),>30.0 MeV 1.0 pfu Fluence (cm^-2),>30.0 MeV 1.0 pfu Fluence Spectrum (cm^-2),>30.0 MeV 1.0 pfu Fluence Spectrum Energy Bins (MeV),>30.0 MeV 1.0 pfu Fluence Spectrum Energy Bin Centers (MeV),>30.0 MeV 1e-06 pfu Flux Time Series,>30.0 MeV 1e-06 pfu SEP Start Time,>30.0 MeV 1e-06 pfu SEP End Time,>30.0 MeV 1e-06 pfu SEP Duration (hours),>30.0 MeV 1e-06 pfu Onset Peak (pfu),>30.0 MeV 1e-06 pfu Onset Peak Time,>30.0 MeV 1e-06 pfu Rise Time to Onset (minutes),>30.0 MeV 1e-06 pfu Max Flux (pfu),>30.0 MeV 1e-06 pfu Max Flux Time,>30.0 MeV 1e-06 pfu Rise Time to Max (minutes),>30.0 MeV 1e-06 pfu Fluence (cm^-2),>30.0 MeV 1e-06 pfu Fluence Spectrum (cm^-2),>30.0 MeV 1e-06 pfu Fluence Spectrum Energy Bins (MeV),>30.0 MeV 1e-06 pfu Fluence Spectrum Energy Bin Centers (MeV),>50.0 MeV 1.0 pfu Flux Time Series,>50.0 MeV 1.0 pfu SEP Start Time,>50.0 MeV 1.0 pfu SEP End Time,>50.0 MeV 1.0 pfu SEP Duration (hours),>50.0 MeV 1.0 pfu Onset Peak (pfu),>50.0 MeV 1.0 pfu Onset Peak Time,>50.0 MeV 1.0 pfu Rise Time to Onset (minutes),>50.0 MeV 1.0 pfu Max Flux (pfu),>50.0 MeV 1.0 pfu Max Flux Time,>50.0 MeV 1.0 pfu Rise Time to Max (minutes),>50.0 MeV 1.0 pfu Fluence (cm^-2),>50.0 MeV 1.0 pfu Fluence Spectrum (cm^-2),>50.0 MeV 1.0 pfu Fluence Spectrum Energy Bins (MeV),>50.0 MeV 1.0 pfu Fluence Spectrum Energy Bin Centers (MeV),>50.0 MeV 1e-06 pfu Flux Time Series,>50.0 MeV 1e-06 pfu SEP Start Time,>50.0 MeV 1e-06 pfu SEP End Time,>50.0 MeV 1e-06 pfu SEP Duration (hours),>50.0 MeV 1e-06 pfu Onset Peak (pfu),>50.0 MeV 1e-06 pfu Onset Peak Time,>50.0 MeV 1e-06 pfu Rise Time to Onset (minutes),>50.0 MeV 1e-06 pfu Max Flux (pfu),>50.0 MeV 1e-06 pfu Max Flux Time,>50.0 MeV 1e-06 pfu Rise Time to Max (minutes),>50.0 MeV 1e-06 pfu Fluence (cm^-2),>50.0 MeV 1e-06 pfu Fluence Spectrum (cm^-2),>50.0 MeV 1e-06 pfu Fluence Spectrum Energy Bins (MeV),>50.0 MeV 1e-06 pfu Fluence Spectrum Energy Bin Centers (MeV),Cycle,EventType,Case,Flare Xray Start Time,Flare Xray Peak Time,Flare X-ray End Time,Flare Class,Flare Opt,Flare Magnitude,Flare Integrated Flux,Flare Duration,Flare Xray Time To Peak,Active Region,AR Area,AR Spot Class,AR Mag Class,AR Carrington,Event Location From Center,Event Latitude,Event Longitude,Event Location Source,Event Location from Center 2,Event Latitude 2,Event Longitude 2,Event Location Source 2,Radio Rbr245Max,Radio Rbr2695Max,Radio Rbr8800,Radio TyIII_Imp,Radio m_TyII Start Time,Radio m_TyII End Time,Radio TyII Imp,Radio TyII Speed,Radio m_TyII Start Frequency,Radio m_TyII End Frequency,Radio Station,Radio DH Start Time,Radio DH End Time,Radio DH Start Frequency,Radio DH End Frequency,Radio DH Note,Radio TyIV Start Time,Radio TyIV End Time,Radio TyIV Imp,Radio TyIV Duration,CME CDAW First Look Time,CDAW CME Speed,DONKI CME Speed,CME Width,CME Mean Position Angle,ESP_CME,GLE Event Number,PRF,Comments
GOES-06,integral,,None,1986-02-03 07:05:00,1986-02-04 23:10:00,GOES-06_integral_enhance_idsep.1986-02-03T070500Z_fluxes_all_bins.csv,GOES-06_integral_enhance_idsep.1986-02-03T070500Z.10.0.MeV.txt,,,,,,,2.7,1986-02-04 11:40:00,,,,[[5.0; -1]; [10.0; -1]; [30.0; -1]; [50.0; -1]; [60.0; -1]; [100.0; -1]; [700; -1]],[5.0; 10.0; 30.0; 50.0; 60.0; 100.0; 700],GOES-06_integral_enhance_idsep.1986-02-03T070500Z.10.0.MeV.txt,1986-02-04 08:45:00,1986-02-04 23:05:00,14.333333333333334,2.7,1986-02-04 11:40:00,175.0,2.7,1986-02-04 11:40:00,175.0,707657.5682287768,[1661897.4872007542; 704298.5773635586; 200661.06260714855; 113104.87535160118; 67903.64025175125; 19524.370023529846; 1.0442653980532473],[[5.0; -1]; [10.0; -1]; [30.0; -1]; [50.0; -1]; [60.0; -1]; [100.0; -1]; [700; -1]],[5.0; 10.0; 30.0; 50.0; 60.0; 100.0; 700],GOES-06_integral_enhance_idsep.1986-02-03T070500Z.100.0.MeV.txt,,,,,,,0.178,1986-02-04 08:55:00,,,,[[5.0; -1]; [10.0; -1]; [30.0; -1]; [50.0; -1]; [60.0; -1]; [100.0; -1]; [700; -1]],[5.0; 10.0; 30.0; 50.0; 60.0; 100.0; 700],GOES-06_integral_enhance_idsep.1986-02-03T070500Z.100.0.MeV.txt,,,,,,,0.178,1986-02-04 08:55:00,,,,[[5.0; -1]; [10.0; -1]; [30.0; -1]; [50.0; -1]; [60.0; -1]; [100.0; -1]; [700; -1]],[5.0; 10.0; 30.0; 50.0; 60.0; 100.0; 700],GOES-06_integral_enhance_idsep.1986-02-03T070500Z.30.0.MeV.txt,,,,,,,0.838,1986-02-04 10:30:00,,,,[[5.0; -1]; [10.0; -1]; [30.0; -1]; [50.0; -1]; [60.0; -1]; [100.0; -1]; [700; -1]],[5.0; 10.0; 30.0; 50.0; 60.0; 100.0; 700],GOES-06_integral_enhance_idsep.1986-02-03T070500Z.30.0.MeV.txt,1986-02-04 08:50:00,1986-02-04 23:05:00,14.25,0.838,1986-02-04 10:30:00,100.0,0.838,1986-02-04 10:30:00,100.0,202251.96512692643,[1658591.2750921166; 703160.0641858977; 200661.06260714855; 113104.87535160118; 67903.64025175125; 19524.370023529846; 1.0442653980532473],[[5.0; -1]; [10.0; -1]; [30.0; -1]; [50.0; -1]; [60.0; -1]; [100.0; -1]; [700; -1]],[5.0; 10.0; 30.0; 50.0; 60.0; 100.0; 700],GOES-06_integral_enhance_idsep.1986-02-03T070500Z.50.0.MeV.txt,,,,,,,0.504,1986-02-04 11:55:00,,,,[[5.0; -1]; [10.0; -1]; [30.0; -1]; [50.0; -1]; [60.0; -1]; [100.0; -1]; [700; -1]],[5.0; 10.0; 30.0; 50.0; 60.0; 100.0; 700],GOES-06_integral_enhance_idsep.1986-02-03T070500Z.50.0.MeV.txt,1986-02-04 08:50:00,1986-02-04 23:05:00,14.25,0.495,1986-02-04 10:05:00,75.0,0.504,1986-02-04 11:55:00,185.0,114269.77790755226,[1658591.2750921166; 703160.0641858977; 200661.06260714855; 113104.87535160118; 67903.64025175125; 19524.370023529846; 1.0442653980532473],[[5.0; -1]; [10.0; -1]; [30.0; -1]; [50.0; -1]; [60.0; -1]; [100.0; -1]; [700; -1]],[5.0; 10.0; 30.0; 50.0; 60.0; 100.0; 700],,,,,,,,,,,,,,,,,,,-3.0,-21.0,IGR List,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IGR List
GOES-06,integral,,None,1986-02-04 23:10:00,1986-02-06 07:05:00,GOES-06_integral_enhance_idsep.1986-02-04T231000Z_fluxes_all_bins.csv,GOES-06_integral_enhance_idsep.1986-02-04T231000Z.10.0.MeV.txt,,,,,,,2.62,1986-02-06 04:15:00,,,,[[5.0; -1]; [10.0; -1]; [30.0; -1]; [50.0; -1]; [60.0; -1]; [100.0; -1]; [700; -1]],[5.0; 10.0; 30.0; 50.0; 60.0; 100.0; 700],GOES-06_integral_enhance_idsep.1986-02-04T231000Z.10.0.MeV.txt,1986-02-05 02:00:00,1986-02-06 07:00:00,29.0,0.957,1986-02-05 05:40:00,220.0,2.62,1986-02-06 04:15:00,1575.0,1290297.341763539,[12287953.876938615; 1283209.9087370406; 154453.26122108864; 94553.14241362273; 64314.68480429026; 15460.40576684609; 0.0],[[5.0; -1]; [10.0; -1]; [30.0; -1]; [50.0; -1]; [60.0; -1]; [100.0; -1]; [700; -1]],[5.0; 10.0; 30.0; 50.0; 60.0; 100.0; 700],GOES-06_integral_enhance_idsep.1986-02-04T231000Z.100.0.MeV.txt,,,,,,,0.191,1986-02-05 22:35:00,,,,[[5.0; -1]; [10.0; -1]; [30.0; -1]; [50.0; -1]; [60.0; -1]; [100.0; -1]; [700; -1]],[5.0; 10.0; 30.0; 50.0; 60.0; 100.0; 700],GOES-06_integral_enhance_idsep.1986-02-04T231000Z.100.0.MeV.txt,,,,,,,0.191,1986-02-05 22:35:00,,,,[[5.0; -1]; [10.0; -1]; [30.0; -1]; [50.0; -1]; [60.0; -1]; [100.0; -1]; [700; -1]],[5.0; 10.0; 30.0; 50.0; 60.0; 100.0; 700],GOES-06_integral_enhance_idsep.1986-02-04T231000Z.30.0.MeV.txt,,,,,,,0.63,1986-02-05 17:00:00,,,,[[5.0; -1]; [10.0; -1]; [30.0; -1]; [50.0; -1]; [60.0; -1]; [100.0; -1]; [700; -1]],[5.0; 10.0; 30.0; 50.0; 60.0; 100.0; 700],GOES-06_integral_enhance_idsep.1986-02-04T231000Z.30.0.MeV.txt,,,,,,,0.63,1986-02-05 17:00:00,,,,[[5.0; -1]; [10.0; -1]; [30.0; -1]; [50.0; -1]; [60.0; -1]; [100.0; -1]; [700; -1]],[5.0; 10.0; 30.0; 50.0; 60.0; 100.0; 700],GOES-06_integral_enhance_idsep.1986-02-04T231000Z.50.0.MeV.txt,,,,,,,0.426,1986-02-05 17:00:00,,,,[[5.0; -1]; [10.0; -1]; [30.0; -1]; [50.0; -1]; [60.0; -1]; [100.0; -1]; [700; -1]],[5.0; 10.0; 30.0; 50.0; 60.0; 100.0; 700],GOES-06_integral_enhance_idsep.1986-02-04T231000Z.50.0.MeV.txt,,,,,,,0.426,1986-02-05 17:00:00,,,,[[5.0; -1]; [10.0; -1]; [30.0; -1]; [50.0; -1]; [60.0; -1]; [100.0; -1]; [700; -1]],[5.0; 10.0; 30.0; 50.0; 60.0; 100.0; 700],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GOES-06,integral,,None,1986-02-06 07:05:00,1986-02-07 12:45:00,GOES-06_integral_enhance_idsep.1986-02-06T070500Z_fluxes_all_bins.csv,GOES-06_integral_enhance_idsep.1986-02-06T070500Z.10.0.MeV.txt,1986-02-06 12:05:00,1986-02-07 12:40:00,24.583333333333332,40.5,1986-02-06 20:30:00,505.0,50.0,1986-02-06 23:30:00,685.0,28424376.34744361,[87346957.18481852; 28347847.150402162; 9081904.538556587; 5058202.933321236; 3451089.7954508443; 1043353.0795466448; 1.0706547763434016],[[5.0; -1]; [10.0; -1]; [30.0; -1]; [50.0; -1]; [60.0; -1]; [100.0; -1]; [700; -1]],[5.0; 10.0; 30.0; 50.0; 60.0; 100.0; 700],GOES-06_integral_enhance_idsep.1986-02-06T070500Z.10.0.MeV.txt,1986-02-06 07:05:00,1986-02-07 12:40:00,29.583333333333332,50.0,1986-02-06 23:30:00,985.0,50.0,1986-02-06 23:30:00,985.0,29041341.16231149,[91563602.84446673; 28964811.965270042; 9456577.161609013; 5376187.401895227; 3724095.45368486; 1170768.5377538784; 1.0706547763434016],[[5.0; -1]; [10.0; -1]; [30.0; -1]; [50.0; -1]; [60.0; -1]; [100.0; -1]; [700; -1]],[5.0; 10.0; 30.0; 50.0; 60.0; 100.0; 700],GOES-06_integral_enhance_idsep.1986-02-06T070500Z.100.0.MeV.txt,1986-02-06 11:25:00,1986-02-07 02:15:00,14.833333333333334,0.822,1986-02-06 10:45:00,-40.0,2.08,1986-02-06 13:25:00,120.0,814730.5856854859,[49496671.903250195; 16520542.490985276; 5897686.755842887; 3500701.826636334; 2478980.497465249; 811284.8868630286; 1.0706547763434016],[[5.0; -1]; [10.0; -1]; [30.0; -1]; [50.0; -1]; [60.0; -1]; [100.0; -1]; [700; -1]],[5.0; 10.0; 30.0; 50.0; 60.0; 100.0; 700],GOES-06_integral_enhance_idsep.1986-02-06T070500Z.100.0.MeV.txt,1986-02-06 07:55:00,1986-02-07 12:40:00,28.75,0.822,1986-02-06 10:45:00,170.0,2.08,1986-02-06 13:25:00,330.0,1172804.2897934045,[90690114.42306264; 28915154.695150346; 9454718.595395148; 5375516.35770442; 3724095.45368486; 1170768.5377538784; 1.0706547763434016],[[5.0; -1]; [10.0; -1]; [30.0; -1]; [50.0; -1]; [60.0; -1]; [100.0; -1]; [700; -1]],[5.0; 10.0; 30.0; 50.0; 60.0; 100.0; 700],GOES-06_integral_enhance_idsep.1986-02-06T070500Z.30.0.MeV.txt,1986-02-06 09:35:00,1986-02-07 12:40:00,27.083333333333332,9.4,1986-02-06 13:25:00,230.0,14.6,1986-02-06 23:05:00,810.0,9425758.137677297,[89423424.26513524; 28813468.880776014; 9405513.714617563; 5329071.0519137485; 3679546.4132198947; 1146610.9468848344; 1.0706547763434016],[[5.0; -1]; [10.0; -1]; [30.0; -1]; [50.0; -1]; [60.0; -1]; [100.0; -1]; [700; -1]],[5.0; 10.0; 30.0; 50.0; 60.0; 100.0; 700],GOES-06_integral_enhance_idsep.1986-02-06T070500Z.30.0.MeV.txt,1986-02-06 07:40:00,1986-02-07 12:40:00,29.0,9.4,1986-02-06 13:25:00,345.0,14.6,1986-02-06 23:05:00,925.0,9476821.584668744,[90936289.62339792; 28930117.472640857; 9456577.161609013; 5376187.401895227; 3724095.45368486; 1170768.5377538784; 1.0706547763434016],[[5.0; -1]; [10.0; -1]; [30.0; -1]; [50.0; -1]; [60.0; -1]; [100.0; -1]; [700; -1]],[5.0; 10.0; 30.0; 50.0; 60.0; 100.0; 700],GOES-06_integral_enhance_idsep.1986-02-06T070500Z.50.0.MeV.txt,1986-02-06 09:35:00,1986-02-07 12:40:00,27.083333333333332,4.01,1986-02-06 11:45:00,130.0,7.82,1986-02-06 23:25:00,830.0,5339626.80322981,[89423424.26513524; 28813468.880776014; 9405513.714617563; 5329071.0519137485; 3679546.4132198947; 1146610.9468848344; 1.0706547763434016],[[5.0; -1]; [10.0; -1]; [30.0; -1]; [50.0; -1]; [60.0; -1]; [100.0; -1]; [700; -1]],[5.0; 10.0; 30.0; 50.0; 60.0; 100.0; 700],GOES-06_integral_enhance_idsep.1986-02-06T070500Z.50.0.MeV.txt,1986-02-06 07:50:00,1986-02-07 12:40:00,28.833333333333332,5.0,1986-02-06 12:05:00,255.0,7.82,1986-02-06 23:25:00,935.0,5386743.153211288,[90780592.29148602; 28922204.429064993; 9456004.135108998; 5376187.401895227; 3724095.45368486; 1170768.5377538784; 1.0706547763434016],[[5.0; -1]; [10.0; -1]; [30.0; -1]; [50.0; -1]; [60.0; -1]; [100.0; -1]; [700; -1]],[5.0; 10.0; 30.0; 50.0; 60.0; 100.0; 700],,,,,,,,,0.0002,,,,,,,,,,-7.0,2.0,IGR List,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IGR List
GOES-06,integral,,None,1986-02-07 12:45:00,1986-02-10 14:05:00,GOES-06_integral_enhance_idsep.1986-02-07T124500Z_fluxes_all_bins.csv,GOES-06_integral_enhance_idsep.1986-02-07T124500Z.10.0.MeV.txt,1986-02-07 12:45:00,1986-02-08 18:15:00,29.5,45.5,1986-02-07 15:35:00,170.0,77.6,1986-02-07 17:50:00,305.0,46976900.96677076,[228576500.94471073; 46941237.60696721; 10338864.555717306; 4948196.924963135; 3064998.11142115; 760198.8204044743; 0.0],[[5.0; -1]; [10.0; -1]; [30.0; -1]; [50.0; -1]; [60.0; -1]; [100.0; -1]; [700; -1]],[5.0; 10.0; 30.0; 50.0; 60.0; 100.0; 700],GOES-06_integral_enhance_idsep.1986-02-07T124500Z.10.0.MeV.txt,1986-02-07 12:45:00,1986-02-10 05:45:00,65.0,45.5,1986-02-07 15:35:00,170.0,77.6,1986-02-07 17:50:00,305.0,48377848.97170494,[239469949.59492925; 48377848.97170494; 10425998.51292021; 4980188.391273169; 3075452.0751352357; 760666.2893913283; 0.0],[[5.0; -1]; [10.0; -1]; [30.0; -1]; [50.0; -1]; [60.0; -1]; [100.0; -1]; [700; -1]],[5.0; 10.0; 30.0; 50.0; 60.0; 100.0; 700],GOES-06_integral_enhance_idsep.1986-02-07T124500Z.100.0.MeV.txt,1986-02-07 14:35:00,1986-02-07 21:20:00,6.75,2.2,1986-02-07 15:55:00,80.0,2.64,1986-02-07 17:20:00,165.0,524862.1147240624,[56145287.26789535; 17585881.6925588; 5465014.0492198905; 2894990.1966536096; 1898074.8830752668; 521092.2035397546; 0.0],[[5.0; -1]; [10.0; -1]; [30.0; -1]; [50.0; -1]; [60.0; -1]; [100.0; -1]; [700; -1]],[5.0; 10.0; 30.0; 50.0; 60.0; 100.0; 700],GOES-06_integral_enhance_idsep.1986-02-07T124500Z.100.0.MeV.txt,1986-02-07 12:45:00,1986-02-08 11:00:00,22.25,2.23,1986-02-07 16:20:00,215.0,2.64,1986-02-07 17:20:00,275.0,758389.2630360066,[185827216.07913455; 41806053.0872624; 9800223.415614597; 4766630.462504508; 2981204.2955275443; 758389.2630360066; 0.0],[[5.0; -1]; [10.0; -1]; [30.0; -1]; [50.0; -1]; [60.0; -1]; [100.0; -1]; [700; -1]],[5.0; 10.0; 30.0; 50.0; 60.0; 100.0; 700],GOES-06_integral_enhance_idsep.1986-02-07T124500Z.30.0.MeV.txt,1986-02-07 12:45:00,1986-02-08 19:00:00,30.25,22.1,1986-02-07 16:35:00,230.0,27.9,1986-02-07 17:50:00,305.0,10374874.747349812,[230814320.2237158; 47221605.901744165; 10371104.836165505; 4959812.021321986; 3070551.1905956357; 760198.8204044743; 0.0],[[5.0; -1]; [10.0; -1]; [30.0; -1]; [50.0; -1]; [60.0; -1]; [100.0; -1]; [700; -1]],[5.0; 10.0; 30.0; 50.0; 60.0; 100.0; 700],GOES-06_integral_enhance_idsep.1986-02-07T124500Z.30.0.MeV.txt,1986-02-07 12:45:00,1986-02-08 22:00:00,33.25,22.1,1986-02-07 16:35:00,230.0,27.9,1986-02-07 17:50:00,305.0,10418368.212683173,[234054935.87774682; 47671356.30603211; 10418368.212683173; 4977402.426907967; 3075452.0751352357; 760666.2893913283; 0.0],[[5.0; -1]; [10.0; -1]; [30.0; -1]; [50.0; -1]; [60.0; -1]; [100.0; -1]; [700; -1]],[5.0; 10.0; 30.0; 50.0; 60.0; 100.0; 700],GOES-06_integral_enhance_idsep.1986-02-07T124500Z.50.0.MeV.txt,1986-02-07 12:45:00,1986-02-08 11:30:00,22.75,12.2,1986-02-07 16:25:00,220.0,14.8,1986-02-07 17:50:00,305.0,4788077.487232034,[189996737.84897894; 42323661.892867856; 9856847.481602898; 4785570.49629447; 2990074.8965442204; 758389.2630360066; 0.0],[[5.0; -1]; [10.0; -1]; [30.0; -1]; [50.0; -1]; [60.0; -1]; [100.0; -1]; [700; -1]],[5.0; 10.0; 30.0; 50.0; 60.0; 100.0; 700],GOES-06_integral_enhance_idsep.1986-02-07T124500Z.50.0.MeV.txt,1986-02-07 12:45:00,1986-02-08 22:00:00,33.25,12.2,1986-02-07 16:25:00,220.0,14.8,1986-02-07 17:50:00,305.0,4977402.426907967,[234054935.87774682; 47671356.30603211; 10418368.212683173; 4977402.426907967; 3075452.0751352357; 760666.2893913283; 0.0],[[5.0; -1]; [10.0; -1]; [30.0; -1]; [50.0; -1]; [60.0; -1]; [100.0; -1]; [700; -1]],[5.0; 10.0; 30.0; 50.0; 60.0; 100.0; 700],,,,,,,,,5.00E-05,,,,,,,,,,-11.0,21.0,IGR List,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IGR List
GOES-06,integral,,None,1986-02-10 14:05:00,1986-02-12 10:40:00,GOES-06_integral_enhance_idsep.1986-02-10T140500Z_fluxes_all_bins.csv,GOES-06_integral_enhance_idsep.1986-02-10T140500Z.10.0.MeV.txt,,,,,,,2.0,1986-02-10 22:50:00,,,,[[5.0; -1]; [10.0; -1]; [30.0; -1]; [50.0; -1]; [60.0; -1]; [100.0; -1]; [700; -1]],[5.0; 10.0; 30.0; 50.0; 60.0; 100.0; 700],GOES-06_integral_enhance_idsep.1986-02-10T140500Z.10.0.MeV.txt,1986-02-10 21:00:00,1986-02-12 10:35:00,37.583333333333336,2.0,1986-02-10 22:50:00,110.0,2.0,1986-02-10 22:50:00,110.0,930711.9032707141,[3452284.8572962685; 929825.9741424016; 285548.1527442065; 185634.19662649807; 135211.63453638187; 26973.71452372196; 0.9764069967357077],[[5.0; -1]; [10.0; -1]; [30.0; -1]; [50.0; -1]; [60.0; -1]; [100.0; -1]; [700; -1]],[5.0; 10.0; 30.0; 50.0; 60.0; 100.0; 700],GOES-06_integral_enhance_idsep.1986-02-10T140500Z.100.0.MeV.txt,,,,,,,0.231,1986-02-11 00:15:00,,,,[[5.0; -1]; [10.0; -1]; [30.0; -1]; [50.0; -1]; [60.0; -1]; [100.0; -1]; [700; -1]],[5.0; 10.0; 30.0; 50.0; 60.0; 100.0; 700],GOES-06_integral_enhance_idsep.1986-02-10T140500Z.100.0.MeV.txt,,,,,,,0.231,1986-02-11 00:15:00,,,,[[5.0; -1]; [10.0; -1]; [30.0; -1]; [50.0; -1]; [60.0; -1]; [100.0; -1]; [700; -1]],[5.0; 10.0; 30.0; 50.0; 60.0; 100.0; 700],GOES-06_integral_enhance_idsep.1986-02-10T140500Z.30.0.MeV.txt,,,,,,,1.05,1986-02-10 22:50:00,,,,[[5.0; -1]; [10.0; -1]; [30.0; -1]; [50.0; -1]; [60.0; -1]; [100.0; -1]; [700; -1]],[5.0; 10.0; 30.0; 50.0; 60.0; 100.0; 700],GOES-06_integral_enhance_idsep.1986-02-10T140500Z.30.0.MeV.txt,1986-02-10 21:30:00,1986-02-11 15:30:00,18.0,1.05,1986-02-10 22:50:00,80.0,1.05,1986-02-10 22:50:00,80.0,259290.72134550297,[2292596.088513072; 747339.6533548004; 259290.72134550297; 170203.9501491264; 123178.07803607151; 26016.15708290779; 0.9764069967357077],[[5.0; -1]; [10.0; -1]; [30.0; -1]; [50.0; -1]; [60.0; -1]; [100.0; -1]; [700; -1]],[5.0; 10.0; 30.0; 50.0; 60.0; 100.0; 700],GOES-06_integral_enhance_idsep.1986-02-10T140500Z.50.0.MeV.txt,,,,,,,0.638,1986-02-10 22:50:00,,,,[[5.0; -1]; [10.0; -1]; [30.0; -1]; [50.0; -1]; [60.0; -1]; [100.0; -1]; [700; -1]],[5.0; 10.0; 30.0; 50.0; 60.0; 100.0; 700],GOES-06_integral_enhance_idsep.1986-02-10T140500Z.50.0.MeV.txt,1986-02-10 21:20:00,1986-02-11 15:30:00,18.166666666666668,0.638,1986-02-10 22:50:00,90.0,0.638,1986-02-10 22:50:00,90.0,170720.4279813766,[2292596.088513072; 747339.6533548004; 259290.72134550297; 170720.4279813766; 123690.78595713734; 26016.15708290779; 0.9764069967357077],[[5.0; -1]; [10.0; -1]; [30.0; -1]; [50.0; -1]; [60.0; -1]; [100.0; -1]; [700; -1]],[5.0; 10.0; 30.0; 50.0; 60.0; 100.0; 700],,,,,,,,,1.00E-05,,,,,,,,,,-1.0,32.0,IGR List,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IGR List
